Time,Temp,DSC,DSC_cumsum
1536.0,223.76,0.21,12.26
1537.0,223.76,0.21,12.47
1538.0,223.76,0.22,12.690000000000001
1539.0,223.76,0.22,12.910000000000002
1540.0,223.76,0.22,13.130000000000003
1541.0,223.76,0.22,13.350000000000003
1542.0,223.75,0.22,13.570000000000004
1543.0,223.76,0.23,13.800000000000004
1544.0,223.76,0.23,14.030000000000005
1545.0,223.76,0.23,14.260000000000005
1546.0,223.76,0.23,14.490000000000006
1547.0,223.76,0.23,14.720000000000006
1548.0,223.75,0.24,14.960000000000006
1549.0,223.75,0.24,15.200000000000006
1550.0,223.75,0.24,15.440000000000007
1551.0,223.75,0.24,15.680000000000007
1552.0,223.75,0.24,15.920000000000007
1553.0,223.75,0.25,16.17000000000001
1554.0,223.75,0.25,16.42000000000001
1555.0,223.75,0.25,16.67000000000001
1556.0,223.75,0.25,16.92000000000001
1557.0,223.76,0.25,17.17000000000001
1558.0,223.75,0.26,17.43000000000001
1559.0,223.75,0.26,17.690000000000012
1560.0,223.76,0.26,17.950000000000014
1561.0,223.75,0.26,18.210000000000015
1562.0,223.75,0.26,18.470000000000017
1563.0,223.75,0.27,18.740000000000016
1564.0,223.75,0.27,19.010000000000016
1565.0,223.76,0.27,19.280000000000015
1566.0,223.76,0.27,19.550000000000015
1567.0,223.76,0.27,19.820000000000014
1568.0,223.76,0.28,20.100000000000016
1569.0,223.76,0.28,20.380000000000017
1570.0,223.76,0.28,20.660000000000018
1571.0,223.76,0.28,20.94000000000002
1572.0,223.76,0.28,21.22000000000002
1573.0,223.76,0.29,21.51000000000002
1574.0,223.76,0.29,21.80000000000002
1575.0,223.76,0.29,22.090000000000018
1576.0,223.76,0.29,22.380000000000017
1577.0,223.76,0.29,22.670000000000016
1578.0,223.76,0.3,22.970000000000017
1579.0,223.76,0.3,23.270000000000017
1580.0,223.76,0.3,23.570000000000018
1581.0,223.75,0.31,23.880000000000017
1582.0,223.75,0.31,24.190000000000015
1583.0,223.75,0.31,24.500000000000014
1584.0,223.75,0.31,24.810000000000013
1585.0,223.75,0.32,25.130000000000013
1586.0,223.75,0.32,25.450000000000014
1587.0,223.75,0.32,25.770000000000014
1588.0,223.75,0.32,26.090000000000014
1589.0,223.75,0.32,26.410000000000014
1590.0,223.75,0.33,26.740000000000013
1591.0,223.75,0.33,27.07000000000001
1592.0,223.75,0.33,27.40000000000001
1593.0,223.75,0.33,27.730000000000008
1594.0,223.75,0.33,28.060000000000006
1595.0,223.75,0.33,28.390000000000004
1596.0,223.75,0.33,28.720000000000002
1597.0,223.75,0.34,29.060000000000002
1598.0,223.75,0.34,29.400000000000002
1599.0,223.75,0.34,29.740000000000002
1600.0,223.75,0.34,30.080000000000002
1601.0,223.75,0.35,30.430000000000003
1602.0,223.75,0.35,30.780000000000005
1603.0,223.75,0.35,31.130000000000006
1604.0,223.75,0.35,31.480000000000008
1605.0,223.75,0.35,31.83000000000001
1606.0,223.75,0.36,32.19000000000001
1607.0,223.75,0.36,32.55000000000001
1608.0,223.75,0.36,32.91000000000001
1609.0,223.75,0.36,33.27000000000001
1610.0,223.75,0.36,33.63000000000001
1611.0,223.75,0.36,33.99000000000001
1612.0,223.75,0.37,34.36000000000001
1613.0,223.75,0.37,34.730000000000004
1614.0,223.75,0.37,35.1
1615.0,223.75,0.37,35.47
1616.0,223.75,0.37,35.839999999999996
1617.0,223.75,0.38,36.22
1618.0,223.75,0.38,36.6
1619.0,223.74,0.38,36.980000000000004
1620.0,223.74,0.38,37.36000000000001
1621.0,223.74,0.38,37.74000000000001
1622.0,223.74,0.38,38.12000000000001
1623.0,223.74,0.39,38.51000000000001
1624.0,223.74,0.39,38.90000000000001
1625.0,223.75,0.39,39.29000000000001
1626.0,223.74,0.39,39.680000000000014
1627.0,223.75,0.39,40.070000000000014
1628.0,223.75,0.39,40.460000000000015
1629.0,223.75,0.39,40.850000000000016
1630.0,223.75,0.4,41.250000000000014
1631.0,223.75,0.4,41.65000000000001
1632.0,223.74,0.4,42.05000000000001
1633.0,223.74,0.4,42.45000000000001
1634.0,223.74,0.4,42.85000000000001
1635.0,223.74,0.41,43.260000000000005
1636.0,223.74,0.41,43.67
1637.0,223.74,0.41,44.08
1638.0,223.74,0.41,44.489999999999995
1639.0,223.74,0.41,44.89999999999999
1640.0,223.74,0.41,45.30999999999999
1641.0,223.74,0.41,45.719999999999985
1642.0,223.74,0.42,46.139999999999986
1643.0,223.74,0.42,46.55999999999999
1644.0,223.74,0.42,46.97999999999999
1645.0,223.74,0.42,47.39999999999999
1646.0,223.74,0.42,47.81999999999999
1647.0,223.74,0.42,48.239999999999995
1648.0,223.74,0.42,48.66
1649.0,223.74,0.43,49.089999999999996
1650.0,223.74,0.43,49.519999999999996
1651.0,223.74,0.43,49.949999999999996
1652.0,223.74,0.43,50.379999999999995
1653.0,223.74,0.43,50.809999999999995
1654.0,223.74,0.43,51.239999999999995
1655.0,223.74,0.44,51.67999999999999
1656.0,223.74,0.44,52.11999999999999
1657.0,223.74,0.44,52.55999999999999
1658.0,223.74,0.44,52.999999999999986
1659.0,223.74,0.44,53.43999999999998
1660.0,223.74,0.44,53.87999999999998
1661.0,223.74,0.44,54.31999999999998
1662.0,223.73,0.44,54.75999999999998
1663.0,223.74,0.45,55.20999999999998
1664.0,223.74,0.45,55.65999999999998
1665.0,223.73,0.45,56.109999999999985
1666.0,223.73,0.45,56.55999999999999
1667.0,223.74,0.45,57.00999999999999
1668.0,223.74,0.45,57.459999999999994
1669.0,223.74,0.45,57.91
1670.0,223.74,0.45,58.36
1671.0,223.74,0.45,58.81
1672.0,223.74,0.45,59.260000000000005
1673.0,223.74,0.45,59.71000000000001
1674.0,223.74,0.45,60.16000000000001
1675.0,223.74,0.45,60.610000000000014
1676.0,223.74,0.45,61.06000000000002
1677.0,223.74,0.46,61.52000000000002
1678.0,223.74,0.46,61.98000000000002
1679.0,223.74,0.46,62.44000000000002
1680.0,223.74,0.46,62.90000000000002
1681.0,223.74,0.46,63.36000000000002
1682.0,223.74,0.46,63.82000000000002
1683.0,223.74,0.46,64.28000000000002
1684.0,223.74,0.46,64.74000000000001
1685.0,223.74,0.46,65.2
1686.0,223.74,0.47,65.67
1687.0,223.74,0.47,66.14
1688.0,223.74,0.47,66.61
1689.0,223.74,0.47,67.08
1690.0,223.74,0.47,67.55
1691.0,223.74,0.47,68.02
1692.0,223.74,0.47,68.49
1693.0,223.74,0.47,68.96
1694.0,223.74,0.47,69.42999999999999
1695.0,223.74,0.47,69.89999999999999
1696.0,223.74,0.48,70.38
1697.0,223.74,0.48,70.86
1698.0,223.74,0.48,71.34
1699.0,223.74,0.48,71.82000000000001
1700.0,223.74,0.48,72.30000000000001
1701.0,223.74,0.48,72.78000000000002
1702.0,223.74,0.48,73.26000000000002
1703.0,223.74,0.48,73.74000000000002
1704.0,223.74,0.48,74.22000000000003
1705.0,223.74,0.48,74.70000000000003
1706.0,223.74,0.48,75.18000000000004
1707.0,223.74,0.48,75.66000000000004
1708.0,223.74,0.48,76.14000000000004
1709.0,223.74,0.48,76.62000000000005
1710.0,223.74,0.48,77.10000000000005
1711.0,223.74,0.48,77.58000000000006
1712.0,223.74,0.48,78.06000000000006
1713.0,223.74,0.48,78.54000000000006
1714.0,223.74,0.48,79.02000000000007
1715.0,223.74,0.48,79.50000000000007
1716.0,223.74,0.48,79.98000000000008
1717.0,223.74,0.48,80.46000000000008
1718.0,223.74,0.48,80.94000000000008
1719.0,223.74,0.48,81.42000000000009
1720.0,223.74,0.49,81.91000000000008
1721.0,223.74,0.49,82.40000000000008
1722.0,223.74,0.49,82.89000000000007
1723.0,223.74,0.49,83.38000000000007
1724.0,223.74,0.49,83.87000000000006
1725.0,223.74,0.49,84.36000000000006
1726.0,223.74,0.49,84.85000000000005
1727.0,223.74,0.49,85.34000000000005
1728.0,223.74,0.49,85.83000000000004
1729.0,223.74,0.49,86.32000000000004
1730.0,223.74,0.49,86.81000000000003
1731.0,223.74,0.49,87.30000000000003
1732.0,223.74,0.49,87.79000000000002
1733.0,223.74,0.49,88.28000000000002
1734.0,223.74,0.49,88.77000000000001
1735.0,223.74,0.49,89.26
1736.0,223.74,0.49,89.75
1737.0,223.74,0.49,90.24
1738.0,223.74,0.49,90.72999999999999
1739.0,223.73,0.49,91.21999999999998
1740.0,223.73,0.49,91.70999999999998
1741.0,223.73,0.49,92.19999999999997
1742.0,223.73,0.49,92.68999999999997
1743.0,223.73,0.49,93.17999999999996
1744.0,223.73,0.49,93.66999999999996
1745.0,223.73,0.49,94.15999999999995
1746.0,223.73,0.49,94.64999999999995
1747.0,223.73,0.49,95.13999999999994
1748.0,223.73,0.49,95.62999999999994
1749.0,223.73,0.49,96.11999999999993
1750.0,223.73,0.49,96.60999999999993
1751.0,223.73,0.49,97.09999999999992
1752.0,223.73,0.49,97.58999999999992
1753.0,223.73,0.49,98.07999999999991
1754.0,223.73,0.49,98.56999999999991
1755.0,223.73,0.49,99.0599999999999
1756.0,223.73,0.49,99.5499999999999
1757.0,223.73,0.49,100.03999999999989
1758.0,223.73,0.49,100.52999999999989
1759.0,223.73,0.49,101.01999999999988
1760.0,223.73,0.49,101.50999999999988
1761.0,223.73,0.49,101.99999999999987
1762.0,223.73,0.49,102.48999999999987
1763.0,223.73,0.49,102.97999999999986
1764.0,223.73,0.49,103.46999999999986
1765.0,223.73,0.48,103.94999999999986
1766.0,223.73,0.48,104.42999999999986
1767.0,223.73,0.48,104.90999999999987
1768.0,223.73,0.48,105.38999999999987
1769.0,223.73,0.48,105.86999999999988
1770.0,223.73,0.48,106.34999999999988
1771.0,223.73,0.48,106.82999999999988
1772.0,223.73,0.48,107.30999999999989
1773.0,223.73,0.48,107.78999999999989
1774.0,223.73,0.48,108.2699999999999
1775.0,223.73,0.48,108.7499999999999
1776.0,223.73,0.48,109.2299999999999
1777.0,223.73,0.48,109.70999999999991
1778.0,223.72,0.48,110.18999999999991
1779.0,223.72,0.48,110.66999999999992
1780.0,223.72,0.48,111.14999999999992
1781.0,223.72,0.48,111.62999999999992
1782.0,223.72,0.48,112.10999999999993
1783.0,223.72,0.48,112.58999999999993
1784.0,223.72,0.48,113.06999999999994
1785.0,223.72,0.48,113.54999999999994
1786.0,223.72,0.48,114.02999999999994
1787.0,223.72,0.48,114.50999999999995
1788.0,223.72,0.48,114.98999999999995
1789.0,223.72,0.47,115.45999999999995
1790.0,223.72,0.47,115.92999999999995
1791.0,223.72,0.47,116.39999999999995
1792.0,223.72,0.47,116.86999999999995
1793.0,223.72,0.47,117.33999999999995
1794.0,223.72,0.47,117.80999999999995
1795.0,223.72,0.47,118.27999999999994
1796.0,223.72,0.47,118.74999999999994
1797.0,223.72,0.47,119.21999999999994
1798.0,223.72,0.47,119.68999999999994
1799.0,223.72,0.47,120.15999999999994
1800.0,223.72,0.47,120.62999999999994
1801.0,223.72,0.47,121.09999999999994
1802.0,223.72,0.47,121.56999999999994
1803.0,223.72,0.46,122.02999999999993
1804.0,223.72,0.46,122.48999999999992
1805.0,223.72,0.46,122.94999999999992
1806.0,223.72,0.46,123.40999999999991
1807.0,223.72,0.46,123.8699999999999
1808.0,223.72,0.46,124.3299999999999
1809.0,223.72,0.46,124.78999999999989
1810.0,223.72,0.46,125.24999999999989
1811.0,223.72,0.46,125.70999999999988
1812.0,223.72,0.46,126.16999999999987
1813.0,223.72,0.46,126.62999999999987
1814.0,223.72,0.45,127.07999999999987
1815.0,223.72,0.45,127.52999999999987
1816.0,223.72,0.45,127.97999999999988
1817.0,223.72,0.45,128.42999999999986
1818.0,223.72,0.45,128.87999999999985
1819.0,223.72,0.45,129.32999999999984
1820.0,223.72,0.45,129.77999999999983
1821.0,223.72,0.45,130.22999999999982
1822.0,223.72,0.45,130.6799999999998
1823.0,223.72,0.45,131.1299999999998
1824.0,223.72,0.45,131.57999999999979
1825.0,223.72,0.45,132.02999999999977
1826.0,223.72,0.45,132.47999999999976
1827.0,223.72,0.45,132.92999999999975
1828.0,223.72,0.45,133.37999999999974
1829.0,223.72,0.45,133.82999999999973
1830.0,223.71,0.44,134.26999999999973
1831.0,223.71,0.44,134.70999999999972
1832.0,223.71,0.44,135.14999999999972
1833.0,223.71,0.44,135.58999999999972
1834.0,223.71,0.44,136.02999999999972
1835.0,223.71,0.44,136.46999999999971
1836.0,223.71,0.44,136.9099999999997
1837.0,223.71,0.43,137.33999999999972
1838.0,223.71,0.43,137.76999999999973
1839.0,223.71,0.43,138.19999999999973
1840.0,223.71,0.43,138.62999999999974
1841.0,223.71,0.43,139.05999999999975
1842.0,223.72,0.43,139.48999999999975
1843.0,223.72,0.43,139.91999999999976
1844.0,223.72,0.42,140.33999999999975
1845.0,223.72,0.42,140.75999999999974
1846.0,223.72,0.42,141.17999999999972
1847.0,223.71,0.42,141.5999999999997
1848.0,223.71,0.42,142.0199999999997
1849.0,223.71,0.42,142.43999999999969
1850.0,223.71,0.42,142.85999999999967
1851.0,223.72,0.42,143.27999999999966
1852.0,223.72,0.42,143.69999999999965
1853.0,223.72,0.42,144.11999999999964
1854.0,223.72,0.41,144.52999999999963
1855.0,223.71,0.41,144.93999999999963
1856.0,223.72,0.41,145.34999999999962
1857.0,223.71,0.41,145.75999999999962
1858.0,223.72,0.41,146.16999999999962
1859.0,223.71,0.41,146.57999999999961
1860.0,223.71,0.41,146.9899999999996
1861.0,223.71,0.41,147.3999999999996
1862.0,223.71,0.41,147.8099999999996
1863.0,223.71,0.41,148.2199999999996
1864.0,223.71,0.4,148.6199999999996
1865.0,223.71,0.4,149.0199999999996
1866.0,223.71,0.4,149.41999999999962
1867.0,223.71,0.4,149.81999999999962
1868.0,223.71,0.4,150.21999999999963
1869.0,223.71,0.4,150.61999999999964
1870.0,223.71,0.4,151.01999999999964
1871.0,223.71,0.4,151.41999999999965
1872.0,223.71,0.4,151.81999999999965
1873.0,223.71,0.4,152.21999999999966
1874.0,223.71,0.39,152.60999999999964
1875.0,223.71,0.39,152.99999999999963
1876.0,223.71,0.39,153.38999999999962
1877.0,223.71,0.39,153.7799999999996
1878.0,223.71,0.39,154.1699999999996
1879.0,223.71,0.39,154.55999999999958
1880.0,223.71,0.39,154.94999999999956
1881.0,223.71,0.39,155.33999999999955
1882.0,223.71,0.38,155.71999999999954
1883.0,223.71,0.38,156.09999999999954
1884.0,223.71,0.38,156.47999999999954
1885.0,223.71,0.38,156.85999999999953
1886.0,223.71,0.38,157.23999999999953
1887.0,223.71,0.38,157.61999999999952
1888.0,223.71,0.38,157.99999999999952
1889.0,223.71,0.38,158.3799999999995
1890.0,223.71,0.37,158.74999999999952
1891.0,223.71,0.37,159.11999999999952
1892.0,223.71,0.37,159.48999999999953
1893.0,223.7,0.37,159.85999999999953
1894.0,223.71,0.37,160.22999999999954
1895.0,223.7,0.37,160.59999999999954
1896.0,223.7,0.37,160.96999999999954
1897.0,223.71,0.37,161.33999999999955
1898.0,223.7,0.37,161.70999999999955
1899.0,223.7,0.37,162.07999999999956
1900.0,223.7,0.37,162.44999999999956
1901.0,223.7,0.36,162.80999999999958
1902.0,223.7,0.36,163.1699999999996
1903.0,223.7,0.36,163.5299999999996
1904.0,223.7,0.36,163.88999999999962
1905.0,223.7,0.36,164.24999999999963
1906.0,223.7,0.36,164.60999999999964
1907.0,223.7,0.36,164.96999999999966
1908.0,223.7,0.36,165.32999999999967
1909.0,223.7,0.35,165.67999999999967
1910.0,223.7,0.35,166.02999999999966
1911.0,223.7,0.35,166.37999999999965
1912.0,223.7,0.35,166.72999999999965
1913.0,223.7,0.35,167.07999999999964
1914.0,223.7,0.35,167.42999999999964
1915.0,223.7,0.34,167.76999999999964
1916.0,223.71,0.34,168.10999999999964
1917.0,223.71,0.34,168.44999999999965
1918.0,223.71,0.34,168.78999999999965
1919.0,223.7,0.34,169.12999999999965
1920.0,223.71,0.34,169.46999999999966
1921.0,223.71,0.34,169.80999999999966
1922.0,223.7,0.34,170.14999999999966
1923.0,223.7,0.34,170.48999999999967
1924.0,223.7,0.34,170.82999999999967
1925.0,223.7,0.34,171.16999999999967
1926.0,223.7,0.34,171.50999999999968
1927.0,223.7,0.34,171.84999999999968
1928.0,223.7,0.33,172.1799999999997
1929.0,223.7,0.33,172.5099999999997
1930.0,223.7,0.33,172.83999999999972
1931.0,223.7,0.33,173.16999999999973
1932.0,223.7,0.33,173.49999999999974
1933.0,223.7,0.33,173.82999999999976
1934.0,223.7,0.33,174.15999999999977
1935.0,223.7,0.33,174.48999999999978
1936.0,223.7,0.32,174.80999999999977
1937.0,223.7,0.32,175.12999999999977
1938.0,223.7,0.32,175.44999999999976
1939.0,223.7,0.32,175.76999999999975
1940.0,223.7,0.32,176.08999999999975
1941.0,223.7,0.32,176.40999999999974
1942.0,223.7,0.32,176.72999999999973
1943.0,223.7,0.31,177.03999999999974
1944.0,223.7,0.31,177.34999999999974
1945.0,223.7,0.31,177.65999999999974
1946.0,223.7,0.31,177.96999999999974
1947.0,223.7,0.31,178.27999999999975
1948.0,223.7,0.31,178.58999999999975
1949.0,223.7,0.31,178.89999999999975
1950.0,223.7,0.31,179.20999999999975
1951.0,223.7,0.31,179.51999999999975
1952.0,223.7,0.31,179.82999999999976
1953.0,223.7,0.31,180.13999999999976
1954.0,223.69,0.3,180.43999999999977
1955.0,223.69,0.3,180.73999999999978
1956.0,223.7,0.3,181.0399999999998
1957.0,223.69,0.3,181.3399999999998
1958.0,223.69,0.3,181.63999999999982
1959.0,223.7,0.3,181.93999999999983
1960.0,223.69,0.3,182.23999999999984
1961.0,223.69,0.3,182.53999999999985
1962.0,223.69,0.3,182.83999999999986
1963.0,223.69,0.3,183.13999999999987
1964.0,223.69,0.3,183.43999999999988
1965.0,223.69,0.29,183.72999999999988
1966.0,223.69,0.29,184.01999999999987
1967.0,223.69,0.29,184.30999999999986
1968.0,223.69,0.29,184.59999999999985
1969.0,223.69,0.29,184.88999999999984
1970.0,223.69,0.29,185.17999999999984
1971.0,223.69,0.29,185.46999999999983
1972.0,223.69,0.29,185.75999999999982
1973.0,223.69,0.28,186.03999999999982
1974.0,223.69,0.28,186.31999999999982
1975.0,223.69,0.28,186.59999999999982
1976.0,223.69,0.28,186.87999999999982
1977.0,223.69,0.28,187.15999999999983
1978.0,223.69,0.28,187.43999999999983
1979.0,223.69,0.28,187.71999999999983
1980.0,223.69,0.28,187.99999999999983
1981.0,223.69,0.28,188.27999999999983
1982.0,223.69,0.28,188.55999999999983
1983.0,223.69,0.28,188.83999999999983
1984.0,223.69,0.28,189.11999999999983
1985.0,223.69,0.27,189.38999999999984
1986.0,223.69,0.27,189.65999999999985
1987.0,223.68,0.27,189.92999999999986
1988.0,223.69,0.27,190.19999999999987
1989.0,223.69,0.27,190.46999999999989
1990.0,223.68,0.27,190.7399999999999
1991.0,223.68,0.27,191.0099999999999
1992.0,223.68,0.27,191.27999999999992
1993.0,223.68,0.27,191.54999999999993
1994.0,223.68,0.27,191.81999999999994
1995.0,223.68,0.27,192.08999999999995
1996.0,223.68,0.27,192.35999999999996
1997.0,223.68,0.27,192.62999999999997
1998.0,223.68,0.27,192.89999999999998
1999.0,223.68,0.26,193.15999999999997
2000.0,223.68,0.26,193.41999999999996
2001.0,223.68,0.26,193.67999999999995
2002.0,223.68,0.26,193.93999999999994
2003.0,223.68,0.26,194.19999999999993
2004.0,223.67,0.26,194.45999999999992
2005.0,223.68,0.26,194.7199999999999
2006.0,223.67,0.26,194.9799999999999
2007.0,223.68,0.26,195.2399999999999
2008.0,223.68,0.26,195.4999999999999
2009.0,223.67,0.26,195.75999999999988
2010.0,223.67,0.26,196.01999999999987
2011.0,223.67,0.25,196.26999999999987
2012.0,223.67,0.25,196.51999999999987
2013.0,223.67,0.25,196.76999999999987
2014.0,223.68,0.25,197.01999999999987
2015.0,223.67,0.25,197.26999999999987
2016.0,223.67,0.25,197.51999999999987
2017.0,223.67,0.25,197.76999999999987
2018.0,223.67,0.25,198.01999999999987
2019.0,223.68,0.25,198.26999999999987
2020.0,223.67,0.24,198.50999999999988
2021.0,223.68,0.24,198.7499999999999
2022.0,223.67,0.24,198.9899999999999
2023.0,223.67,0.24,199.2299999999999
2024.0,223.68,0.24,199.4699999999999
2025.0,223.68,0.24,199.70999999999992
2026.0,223.68,0.24,199.94999999999993
2027.0,223.67,0.24,200.18999999999994
2028.0,223.68,0.24,200.42999999999995
2029.0,223.68,0.24,200.66999999999996
2030.0,223.67,0.24,200.90999999999997
2031.0,223.67,0.24,201.14999999999998
2032.0,223.67,0.24,201.39
2033.0,223.67,0.24,201.63
2034.0,223.67,0.23,201.85999999999999
2035.0,223.67,0.23,202.08999999999997
2036.0,223.67,0.23,202.31999999999996
2037.0,223.68,0.23,202.54999999999995
2038.0,223.67,0.23,202.77999999999994
2039.0,223.68,0.23,203.00999999999993
2040.0,223.67,0.23,203.23999999999992
2041.0,223.67,0.23,203.4699999999999
2042.0,223.67,0.23,203.6999999999999
2043.0,223.67,0.23,203.9299999999999
2044.0,223.67,0.23,204.15999999999988
2045.0,223.67,0.23,204.38999999999987
2046.0,223.67,0.23,204.61999999999986
2047.0,223.67,0.23,204.84999999999985
2048.0,223.67,0.23,205.07999999999984
2049.0,223.67,0.22,205.29999999999984
2050.0,223.67,0.22,205.51999999999984
2051.0,223.67,0.22,205.73999999999984
2052.0,223.67,0.22,205.95999999999984
2053.0,223.67,0.22,206.17999999999984
2054.0,223.67,0.22,206.39999999999984
2055.0,223.67,0.22,206.61999999999983
2056.0,223.67,0.22,206.83999999999983
2057.0,223.67,0.22,207.05999999999983
2058.0,223.67,0.21,207.26999999999984
2059.0,223.67,0.21,207.47999999999985
2060.0,223.67,0.21,207.68999999999986
2061.0,223.67,0.21,207.89999999999986
2062.0,223.67,0.21,208.10999999999987
2063.0,223.67,0.21,208.31999999999988
2064.0,223.67,0.21,208.5299999999999
2065.0,223.67,0.21,208.7399999999999
2066.0,223.67,0.21,208.9499999999999
2067.0,223.67,0.21,209.1599999999999
2068.0,223.67,0.21,209.36999999999992
2069.0,223.67,0.21,209.57999999999993
2070.0,223.67,0.21,209.78999999999994
2071.0,223.67,0.21,209.99999999999994
2072.0,223.67,0.21,210.20999999999995
2073.0,223.67,0.21,210.41999999999996
