Time,Temp,DSC
2415.00,223.67,0.08
2416.00,223.67,0.08
2417.00,223.67,0.08
2418.00,223.67,0.08
2419.00,223.67,0.08
2420.00,223.67,0.08
2421.00,223.67,0.08
2422.00,223.67,0.08
2423.00,223.67,0.08
2424.00,223.66,0.08
2425.00,223.67,0.08
2426.00,223.67,0.08
2427.00,223.67,0.08
2428.00,223.67,0.08
2429.00,223.67,0.08
2430.00,223.67,0.08
2431.00,223.67,0.08
2432.00,223.67,0.08
2433.00,223.67,0.07
2434.00,223.67,0.07
2435.00,223.67,0.07
2436.00,223.67,0.07
2437.00,223.67,0.07
2438.00,223.67,0.07
2439.00,223.67,0.07
2440.00,223.67,0.07
2441.00,223.67,0.08
2442.00,223.67,0.08
2443.00,223.67,0.08
2444.00,223.67,0.07
2445.00,223.67,0.07
2446.00,223.67,0.07
2447.00,223.67,0.07
2448.00,223.67,0.07
2449.00,223.67,0.07
2450.00,223.67,0.07
2451.00,223.67,0.07
2452.00,223.67,0.07
2453.00,223.67,0.07
2454.00,223.67,0.07
2455.00,223.67,0.07
2456.00,223.67,0.07
2457.00,223.67,0.07
2458.00,223.67,0.07
2459.00,223.67,0.07
2460.00,223.67,0.07
2461.00,223.67,0.07
2462.00,223.67,0.07
2463.00,223.67,0.07
2464.00,223.67,0.07
2465.00,223.67,0.07
2466.00,223.67,0.07
2467.00,223.67,0.07
2468.00,223.67,0.07
2469.00,223.67,0.07
2470.00,223.67,0.07
2471.00,223.67,0.07
2472.00,223.67,0.07
2473.00,223.67,0.07
2474.00,223.67,0.07
2475.00,223.67,0.07
2476.00,223.67,0.07
2477.00,223.67,0.07
2478.00,223.67,0.07
2479.00,223.67,0.07
2480.00,223.67,0.07
2481.00,223.67,0.07
2482.00,223.67,0.07
2483.00,223.67,0.07
2484.00,223.67,0.07
2485.00,223.67,0.07
2486.00,223.67,0.07
2487.00,223.67,0.07
2488.00,223.67,0.07
2489.00,223.67,0.07
2490.00,223.67,0.07
2491.00,223.67,0.07
2492.00,223.67,0.07
2493.00,223.67,0.07
2494.00,223.67,0.06
2495.00,223.67,0.06
2496.00,223.67,0.06
2497.00,223.67,0.06
2498.00,223.67,0.06
2499.00,223.67,0.06
2500.00,223.67,0.06
2501.00,223.67,0.06
2502.00,223.67,0.06
2503.00,223.67,0.06
2504.00,223.67,0.06
2505.00,223.67,0.06
2506.00,223.67,0.06
2507.00,223.67,0.06
2508.00,223.66,0.06
2509.00,223.66,0.06
2510.00,223.66,0.06
2511.00,223.66,0.06
2512.00,223.66,0.06
2513.00,223.66,0.06
2514.00,223.66,0.06
2515.00,223.66,0.06
2516.00,223.66,0.06
2517.00,223.66,0.06
2518.00,223.66,0.06
2519.00,223.67,0.06
2520.00,223.67,0.06
2521.00,223.66,0.06
2522.00,223.67,0.06
2523.00,223.67,0.06
2524.00,223.67,0.06
2525.00,223.67,0.06
2526.00,223.67,0.06
2527.00,223.67,0.06
2528.00,223.67,0.06
2529.00,223.66,0.06
2530.00,223.66,0.06
2531.00,223.66,0.06
2532.00,223.66,0.06
2533.00,223.66,0.06
2534.00,223.66,0.06
2535.00,223.66,0.06
2536.00,223.66,0.06
2537.00,223.66,0.06
2538.00,223.66,0.06
2539.00,223.66,0.06
2540.00,223.66,0.06
2541.00,223.66,0.06
2542.00,223.66,0.06
2543.00,223.66,0.06
2544.00,223.66,0.06
2545.00,223.66,0.06
2546.00,223.66,0.06
2547.00,223.66,0.06
2548.00,223.66,0.06
2549.00,223.66,0.06
2550.00,223.66,0.06
2551.00,223.66,0.06
2552.00,223.66,0.06
2553.00,223.66,0.06
2554.00,223.66,0.06
2555.00,223.66,0.06
2556.00,223.66,0.05
2557.00,223.66,0.05
2558.00,223.66,0.05
2559.00,223.66,0.05
2560.00,223.66,0.05
2561.00,223.66,0.05
2562.00,223.67,0.05
2563.00,223.67,0.05
2564.00,223.66,0.05
2565.00,223.67,0.05
2566.00,223.67,0.05
2567.00,223.67,0.05
2568.00,223.67,0.05
2569.00,223.67,0.05
2570.00,223.67,0.05
2571.00,223.67,0.05
2572.00,223.67,0.05
2573.00,223.66,0.05
2574.00,223.66,0.05
2575.00,223.66,0.05
2576.00,223.66,0.05
2577.00,223.66,0.05
2578.00,223.66,0.05
2579.00,223.66,0.05
2580.00,223.66,0.05
2581.00,223.66,0.05
2582.00,223.66,0.05
2583.00,223.66,0.05
2584.00,223.66,0.05
2585.00,223.66,0.05
2586.00,223.66,0.05
2587.00,223.67,0.05
2588.00,223.66,0.05
2589.00,223.67,0.05
2590.00,223.67,0.05
2591.00,223.67,0.05
2592.00,223.67,0.05
2593.00,223.67,0.05
2594.00,223.67,0.05
2595.00,223.67,0.05
2596.00,223.67,0.05
2597.00,223.67,0.05
2598.00,223.66,0.05
2599.00,223.66,0.05
2600.00,223.66,0.05
2601.00,223.67,0.05
2602.00,223.67,0.05
2603.00,223.67,0.05
2604.00,223.67,0.05
2605.00,223.67,0.05
2606.00,223.67,0.04
2607.00,223.67,0.04
2608.00,223.67,0.04
2609.00,223.67,0.04
2610.00,223.67,0.04
2611.00,223.67,0.04
2612.00,223.67,0.04
2613.00,223.67,0.04
2614.00,223.67,0.04
2615.00,223.67,0.04
2616.00,223.67,0.04
2617.00,223.67,0.04
2618.00,223.67,0.04
2619.00,223.67,0.04
2620.00,223.67,0.04
2621.00,223.67,0.04
2622.00,223.67,0.04
2623.00,223.67,0.04
2624.00,223.67,0.04
2625.00,223.67,0.04
2626.00,223.67,0.04
2627.00,223.67,0.04
2628.00,223.67,0.04
2629.00,223.67,0.04
2630.00,223.67,0.04
2631.00,223.67,0.04
2632.00,223.67,0.04
2633.00,223.67,0.04
2634.00,223.67,0.04
2635.00,223.67,0.04
2636.00,223.67,0.04
2637.00,223.67,0.04
2638.00,223.67,0.04
2639.00,223.67,0.04
2640.00,223.67,0.04
2641.00,223.67,0.04
2642.00,223.67,0.04
2643.00,223.67,0.04
2644.00,223.67,0.04
2645.00,223.67,0.04
2646.00,223.67,0.04
2647.00,223.67,0.04
2648.00,223.67,0.04
2649.00,223.67,0.04
2650.00,223.67,0.04
2651.00,223.67,0.04
2652.00,223.67,0.04
2653.00,223.67,0.04
2654.00,223.67,0.04
2655.00,223.67,0.04
2656.00,223.67,0.04
2657.00,223.67,0.04
2658.00,223.67,0.04
2659.00,223.67,0.04
2660.00,223.67,0.04
2661.00,223.67,0.04
2662.00,223.67,0.04
2663.00,223.67,0.04
2664.00,223.67,0.04
2665.00,223.67,0.04
2666.00,223.67,0.04
2667.00,223.67,0.04
2668.00,223.67,0.04
2669.00,223.67,0.04
2670.00,223.66,0.04
2671.00,223.67,0.04
2672.00,223.67,0.04
2673.00,223.67,0.04
2674.00,223.67,0.04
2675.00,223.67,0.04
2676.00,223.66,0.04
2677.00,223.67,0.04
2678.00,223.67,0.03
2679.00,223.66,0.03
2680.00,223.67,0.03
2681.00,223.67,0.03
2682.00,223.67,0.03
2683.00,223.67,0.03
2684.00,223.67,0.03
2685.00,223.66,0.03
2686.00,223.67,0.03
2687.00,223.66,0.03
2688.00,223.66,0.03
2689.00,223.66,0.04
2690.00,223.66,0.04
2691.00,223.66,0.04
2692.00,223.66,0.04
2693.00,223.66,0.04
2694.00,223.66,0.04
2695.00,223.66,0.04
2696.00,223.66,0.04
2697.00,223.66,0.04
2698.00,223.66,0.04
2699.00,223.66,0.04
2700.00,223.66,0.04
2701.00,223.66,0.04
2702.00,223.65,0.04
2703.00,223.66,0.04
2704.00,223.66,0.04
2705.00,223.66,0.04
2706.00,223.66,0.03
2707.00,223.66,0.03
2708.00,223.66,0.03
2709.00,223.66,0.03
2710.00,223.66,0.03
2711.00,223.66,0.03
2712.00,223.66,0.03
2713.00,223.66,0.03
2714.00,223.66,0.03
2715.00,223.66,0.03
2716.00,223.66,0.03
2717.00,223.66,0.03
2718.00,223.66,0.03
2719.00,223.66,0.03
2720.00,223.66,0.03
2721.00,223.66,0.03
2722.00,223.66,0.03
2723.00,223.66,0.03
2724.00,223.66,0.03
2725.00,223.66,0.03
2726.00,223.66,0.03
2727.00,223.67,0.03
2728.00,223.66,0.03
2729.00,223.66,0.03
2730.00,223.66,0.03
2731.00,223.67,0.03
2732.00,223.67,0.03
2733.00,223.67,0.03
2734.00,223.67,0.03
2735.00,223.67,0.03
2736.00,223.67,0.03
2737.00,223.67,0.03
2738.00,223.67,0.03
2739.00,223.67,0.03
2740.00,223.67,0.03
2741.00,223.67,0.03
2742.00,223.67,0.03
2743.00,223.67,0.03
2744.00,223.67,0.03
2745.00,223.67,0.03
2746.00,223.67,0.03
2747.00,223.67,0.03
2748.00,223.66,0.03
2749.00,223.67,0.03
2750.00,223.67,0.03
2751.00,223.67,0.03
2752.00,223.67,0.03
2753.00,223.67,0.03
2754.00,223.67,0.03
2755.00,223.67,0.03
2756.00,223.67,0.03
2757.00,223.67,0.03
2758.00,223.67,0.02
2759.00,223.67,0.02
2760.00,223.67,0.02
2761.00,223.67,0.02
2762.00,223.67,0.02
2763.00,223.67,0.02
2764.00,223.67,0.02
2765.00,223.67,0.02
2766.00,223.67,0.02
2767.00,223.67,0.03
2768.00,223.67,0.03
2769.00,223.67,0.03
2770.00,223.67,0.03
2771.00,223.67,0.03
2772.00,223.67,0.03
2773.00,223.67,0.02
2774.00,223.67,0.02
2775.00,223.67,0.02
2776.00,223.67,0.02
2777.00,223.67,0.02
2778.00,223.67,0.02
2779.00,223.67,0.02
2780.00,223.67,0.02
2781.00,223.67,0.02
2782.00,223.67,0.02
2783.00,223.67,0.02
2784.00,223.67,0.02
2785.00,223.67,0.02
2786.00,223.67,0.02
2787.00,223.67,0.02
2788.00,223.67,0.02
2789.00,223.67,0.02
2790.00,223.67,0.02
2791.00,223.67,0.02
2792.00,223.67,0.02
2793.00,223.67,0.02
2794.00,223.67,0.02
2795.00,223.67,0.02
2796.00,223.67,0.02
2797.00,223.67,0.02
2798.00,223.67,0.02
2799.00,223.67,0.02
2800.00,223.67,0.02
2801.00,223.67,0.02
2802.00,223.67,0.02
2803.00,223.67,0.02
2804.00,223.67,0.02
2805.00,223.67,0.02
2806.00,223.67,0.02
2807.00,223.67,0.02
2808.00,223.67,0.02
2809.00,223.67,0.02
2810.00,223.67,0.02
2811.00,223.67,0.02
2812.00,223.67,0.02
2813.00,223.67,0.02
2814.00,223.67,0.02
2815.00,223.67,0.02
2816.00,223.67,0.02
2817.00,223.67,0.02
2818.00,223.67,0.02
2819.00,223.67,0.02
2820.00,223.67,0.02
2821.00,223.67,0.02
2822.00,223.67,0.02
2823.00,223.67,0.02
2824.00,223.67,0.02
2825.00,223.67,0.02
2826.00,223.67,0.02
2827.00,223.67,0.02
2828.00,223.67,0.02
2829.00,223.67,0.02
2830.00,223.67,0.02
2831.00,223.67,0.02
2832.00,223.67,0.02
2833.00,223.67,0.02
2834.00,223.67,0.02
2835.00,223.67,0.02
2836.00,223.67,0.02
2837.00,223.67,0.02
2838.00,223.67,0.02
2839.00,223.67,0.02
2840.00,223.67,0.02
2841.00,223.67,0.02
2842.00,223.67,0.02
2843.00,223.67,0.02
2844.00,223.67,0.02
2845.00,223.67,0.02
2846.00,223.67,0.02
2847.00,223.67,0.02
2848.00,223.67,0.02
2849.00,223.67,0.02
2850.00,223.67,0.02
2851.00,223.67,0.02
2852.00,223.67,0.02
2853.00,223.67,0.02
2854.00,223.67,0.02
2855.00,223.67,0.02
2856.00,223.67,0.02
2857.00,223.67,0.02
2858.00,223.67,0.02
2859.00,223.67,0.02
2860.00,223.67,0.02
2861.00,223.66,0.02
2862.00,223.66,0.02
2863.00,223.67,0.02
2864.00,223.66,0.02
2865.00,223.66,0.02
2866.00,223.66,0.02
2867.00,223.66,0.02
2868.00,223.66,0.02
2869.00,223.66,0.02
2870.00,223.66,0.02
2871.00,223.66,0.02
2872.00,223.66,0.02
2873.00,223.66,0.02
2874.00,223.66,0.02
2875.00,223.66,0.02
2876.00,223.66,0.02
2877.00,223.66,0.02
2878.00,223.66,0.02
2879.00,223.66,0.02
2880.00,223.66,0.02
2881.00,223.66,0.02
2882.00,223.66,0.01
2883.00,223.66,0.01
2884.00,223.66,0.01
2885.00,223.66,0.01
2886.00,223.66,0.01
2887.00,223.66,0.01
2888.00,223.66,0.01
2889.00,223.66,0.01
2890.00,223.66,0.01
2891.00,223.66,0.01
2892.00,223.67,0.01
2893.00,223.66,0.01
2894.00,223.66,0.01
2895.00,223.67,0.01
2896.00,223.66,0.01
2897.00,223.66,0.01
2898.00,223.66,0.01
2899.00,223.66,0.01
2900.00,223.67,0.01
2901.00,223.67,0.01
2902.00,223.67,0.01
2903.00,223.67,0.01
2904.00,223.67,0.01
2905.00,223.67,0.01
2906.00,223.67,0.01
2907.00,223.67,0.01
2908.00,223.67,0.01
2909.00,223.67,0.01
2910.00,223.67,0.01
2911.00,223.67,0.01
2912.00,223.67,0.01
2913.00,223.67,0.01
2914.00,223.67,0.01
2915.00,223.67,0.01
2916.00,223.67,0.01
2917.00,223.66,0.01
2918.00,223.66,0.01
2919.00,223.67,0.01
2920.00,223.67,0.01
2921.00,223.66,0.01
2922.00,223.67,0.01
2923.00,223.66,0.01
2924.00,223.67,0.01
2925.00,223.67,0.01
2926.00,223.67,0.01
2927.00,223.67,0.01
2928.00,223.67,0.01
2929.00,223.66,0.01
2930.00,223.67,0.01
2931.00,223.67,0.01
2932.00,223.67,0.01
2933.00,223.67,0.01
2934.00,223.67,0.01
2935.00,223.66,0.01
2936.00,223.66,0.01
2937.00,223.67,0.01
2938.00,223.67,0.01
2939.00,223.66,0.01
2940.00,223.66,0.01
2941.00,223.67,0.01
2942.00,223.67,0.01
2943.00,223.66,0.01
2944.00,223.67,0.01
2945.00,223.67,0.01
2946.00,223.66,0.01
2947.00,223.67,0.01
2948.00,223.67,0.01
2949.00,223.66,0.01
2950.00,223.66,0.01
2951.00,223.66,0.01
2952.00,223.66,0.01
2953.00,223.66,0.01
2954.00,223.67,0.01
2955.00,223.66,0.01
2956.00,223.66,0.01
2957.00,223.66,0.01
2958.00,223.66,0.01
2959.00,223.66,0.01
2960.00,223.67,0.01
2961.00,223.66,0.01
2962.00,223.66,0.01
2963.00,223.66,0.01
2964.00,223.66,0.01
2965.00,223.66,0.01
2966.00,223.66,0.01
2967.00,223.66,0.01
2968.00,223.66,0.01
2969.00,223.66,0.01
2970.00,223.66,0.01
2971.00,223.66,0.01
2972.00,223.67,0.01
2973.00,223.67,0.01
2974.00,223.67,0.01
2975.00,223.67,0.01
2976.00,223.67,0.01
2977.00,223.67,0.01
2978.00,223.67,0.01
2979.00,223.67,0.01
2980.00,223.67,0.01
2981.00,223.67,0.01
2982.00,223.67,0.01
2983.00,223.67,0.01
2984.00,223.67,0.01
2985.00,223.67,0.01
2986.00,223.67,0.01
2987.00,223.67,0.01
2988.00,223.67,0.01
2989.00,223.67,0.01
2990.00,223.67,0.01
2991.00,223.67,0.01
2992.00,223.67,0.01
2993.00,223.67,0.01
2994.00,223.67,0.01
2995.00,223.67,0.01
2996.00,223.67,0.01
2997.00,223.67,0.01
2998.00,223.67,0.01
2999.00,223.67,0.01
3000.00,223.67,0.01
3001.00,223.67,0.01
3002.00,223.67,0.01
3003.00,223.67,0.01
3004.00,223.67,0.01
3005.00,223.67,0.01
3006.00,223.67,0.01
3007.00,223.67,0.01
3008.00,223.67,0.01
3009.00,223.67,0.01
3010.00,223.67,0.01
3011.00,223.67,0.01
3012.00,223.67,0.01
3013.00,223.67,0.01
3014.00,223.67,0.01
3015.00,223.67,0.01
3016.00,223.67,0.01
3017.00,223.67,0.01
3018.00,223.67,0.01
3019.00,223.67,0.01
3020.00,223.67,0.01
3021.00,223.67,0.01
3022.00,223.67,0.01
3023.00,223.67,0.01
3024.00,223.67,0.01
3025.00,223.67,0.01
3026.00,223.67,0.01
3027.00,223.67,0.01
3028.00,223.67,0.01
3029.00,223.67,0.01
3030.00,223.67,0.01
3031.00,223.67,0.01
3032.00,223.67,0.01
3033.00,223.67,0.01
3034.00,223.67,0.01
3035.00,223.67,0.01
3036.00,223.66,0.01
3037.00,223.66,0.01
3038.00,223.67,0.01
3039.00,223.67,0.01
3040.00,223.67,0.01
3041.00,223.67,0.01
3042.00,223.67,0.01
3043.00,223.67,0.01
3044.00,223.67,0.01
3045.00,223.67,0.01
3046.00,223.66,0.01
3047.00,223.67,0.01
3048.00,223.67,0.00
3049.00,223.67,0.00
3050.00,223.66,0.01
3051.00,223.66,0.01
3052.00,223.66,0.01
3053.00,223.66,0.01
3054.00,223.66,0.01
3055.00,223.66,0.01
3056.00,223.66,0.01
3057.00,223.67,0.01
3058.00,223.67,0.01
3059.00,223.67,0.01
3060.00,223.66,0.00
3061.00,223.67,0.00
3062.00,223.67,0.00
3063.00,223.67,0.00
3064.00,223.66,0.00
3065.00,223.67,0.00
3066.00,223.67,0.00
3067.00,223.67,0.00
3068.00,223.67,0.00
3069.00,223.67,0.00
3070.00,223.67,0.00
3071.00,223.67,0.00
3072.00,223.67,0.00
3073.00,223.67,0.00
3074.00,223.67,0.00
3075.00,223.67,0.01
3076.00,223.67,0.01
3077.00,223.67,0.01
3078.00,223.67,0.01
3079.00,223.67,0.01
3080.00,223.67,0.01
3081.00,223.67,0.00
3082.00,223.67,0.00
3083.00,223.67,0.00
3084.00,223.67,0.00
3085.00,223.67,0.00
3086.00,223.67,0.00
3087.00,223.67,0.00
3088.00,223.67,0.00
3089.00,223.67,0.00
3090.00,223.67,0.00
3091.00,223.67,0.00
3092.00,223.67,0.00
3093.00,223.67,0.00
3094.00,223.67,0.01
3095.00,223.67,0.00
3096.00,223.67,0.00
3097.00,223.67,0.00
3098.00,223.67,0.00
3099.00,223.67,0.00
3100.00,223.67,0.00
3101.00,223.67,0.00
3102.00,223.67,0.00
3103.00,223.67,0.00
3104.00,223.67,0.00
3105.00,223.67,0.00
3106.00,223.67,0.00
3107.00,223.67,0.01
3108.00,223.67,0.01
3109.00,223.67,0.01
3110.00,223.67,0.01
3111.00,223.67,0.01
3112.00,223.67,0.00
3113.00,223.67,0.00
3114.00,223.67,0.00
3115.00,223.67,0.00
3116.00,223.67,0.00
3117.00,223.67,0.00
3118.00,223.67,0.00
3119.00,223.67,0.00
3120.00,223.67,0.00
3121.00,223.67,0.00
3122.00,223.67,0.00
3123.00,223.67,0.00
3124.00,223.67,0.00
3125.00,223.67,0.00
3126.00,223.67,0.00
3127.00,223.67,0.00
3128.00,223.67,0.00
3129.00,223.67,0.00
3130.00,223.67,0.00
3131.00,223.67,0.00
3132.00,223.67,0.00
3133.00,223.67,0.00
3134.00,223.67,0.00
3135.00,223.67,0.00
3136.00,223.67,0.00
3137.00,223.67,0.00
3138.00,223.67,0.01
3139.00,223.66,0.01
3140.00,223.66,0.01
3141.00,223.66,0.01
3142.00,223.66,0.01
3143.00,223.66,0.01
3144.00,223.66,0.01
3145.00,223.66,0.01
3146.00,223.66,0.01
3147.00,223.66,0.01
3148.00,223.66,0.01
3149.00,223.66,0.01
3150.00,223.66,0.01
3151.00,223.66,0.01
3152.00,223.66,0.01
3153.00,223.66,0.01
3154.00,223.66,0.01
3155.00,223.66,0.01
3156.00,223.66,0.00
3157.00,223.66,0.00
3158.00,223.66,0.00
3159.00,223.66,0.00
3160.00,223.66,0.00
3161.00,223.66,0.00
3162.00,223.66,0.00
3163.00,223.66,0.00
3164.00,223.66,0.00
3165.00,223.66,0.00
3166.00,223.66,0.00
3167.00,223.66,0.00
3168.00,223.66,0.00
3169.00,223.66,0.00
3170.00,223.66,0.00
3171.00,223.66,0.00
3172.00,223.66,0.00
3173.00,223.66,0.00
3174.00,223.67,0.00
3175.00,223.67,0.00
3176.00,223.67,0.00
3177.00,223.67,0.00
3178.00,223.66,0.00
3179.00,223.67,0.00
3180.00,223.66,0.00
3181.00,223.66,0.00
3182.00,223.66,0.00
3183.00,223.66,0.01
3184.00,223.66,0.01
3185.00,223.66,0.01
3186.00,223.66,0.01
3187.00,223.66,0.01
3188.00,223.66,0.01
3189.00,223.66,0.01
3190.00,223.66,0.01
3191.00,223.66,0.01
3192.00,223.66,0.01
3193.00,223.66,0.01
3194.00,223.66,0.01
3195.00,223.66,0.00
3196.00,223.66,0.00
3197.00,223.66,0.00
3198.00,223.66,0.00
3199.00,223.66,0.00
3200.00,223.66,0.00
3201.00,223.66,0.00
3202.00,223.66,0.00
3203.00,223.66,0.00
3204.00,223.66,0.00
3205.00,223.66,0.00
3206.00,223.66,0.00
3207.00,223.66,0.00
3208.00,223.66,0.00
3209.00,223.66,0.00
3210.00,223.66,0.00
3211.00,223.66,0.00
3212.00,223.66,0.00
3213.00,223.66,0.00
3214.00,223.66,0.00
3215.00,223.66,0.00
3216.00,223.66,0.00
3217.00,223.66,0.00
3218.00,223.66,0.00
3219.00,223.66,0.00
3220.00,223.66,0.00
3221.00,223.66,0.00
3222.00,223.66,0.00
3223.00,223.66,0.00
3224.00,223.66,-0.00
3225.00,223.66,-0.00
3226.00,223.67,-0.00
3227.00,223.67,0.00
3228.00,223.66,0.00
3229.00,223.67,0.00
3230.00,223.67,0.00
3231.00,223.66,0.00
3232.00,223.66,0.00
3233.00,223.66,0.00
3234.00,223.66,0.00
3235.00,223.66,0.00
3236.00,223.66,0.00
3237.00,223.66,0.00
3238.00,223.66,0.00
3239.00,223.66,0.00
3240.00,223.66,0.00
3241.00,223.66,0.00
3242.00,223.66,0.00
3243.00,223.66,0.00
3244.00,223.66,0.00
3245.00,223.66,0.00
3246.00,223.66,0.00
3247.00,223.66,0.00
3248.00,223.66,0.00
3249.00,223.66,0.00
3250.00,223.66,0.00
3251.00,223.66,0.00
3252.00,223.66,0.00
3253.00,223.66,0.00
3254.00,223.66,0.00
3255.00,223.66,0.00
3256.00,223.66,0.00
3257.00,223.66,0.00
3258.00,223.66,0.00
3259.00,223.66,0.00
3260.00,223.66,0.00
3261.00,223.66,0.01
3262.00,223.66,0.01
3263.00,223.66,0.00
3264.00,223.66,0.00
3265.00,223.66,0.00
3266.00,223.66,0.00
3267.00,223.66,0.00
3268.00,223.66,0.00
3269.00,223.66,0.00
3270.00,223.66,0.00
3271.00,223.67,0.00
3272.00,223.67,0.00
3273.00,223.66,0.00
3274.00,223.66,0.00
3275.00,223.66,0.00
3276.00,223.66,0.00
3277.00,223.66,0.00
3278.00,223.66,0.00
3279.00,223.66,0.00
3280.00,223.66,0.00
3281.00,223.66,0.00
3282.00,223.66,0.00
3283.00,223.66,0.00
3284.00,223.66,0.00
3285.00,223.66,0.00
3286.00,223.66,0.00
3287.00,223.66,0.00
3288.00,223.66,0.00
3289.00,223.66,0.00
3290.00,223.66,0.00
3291.00,223.66,0.00
3292.00,223.66,0.00
3293.00,223.66,0.00
3294.00,223.66,0.00
3295.00,223.66,0.00
3296.00,223.66,0.00
3297.00,223.66,0.00
3298.00,223.66,0.00
3299.00,223.66,0.00
3300.00,223.66,0.00
3301.00,223.66,0.00
3302.00,223.66,0.00
3303.00,223.66,0.00
3304.00,223.66,0.00
3305.00,223.66,0.00
3306.00,223.66,0.00
3307.00,223.66,0.00
3308.00,223.66,0.00
3309.00,223.66,0.00
3310.00,223.66,0.00
3311.00,223.66,0.00
3312.00,223.66,0.00
3313.00,223.67,0.00
3314.00,223.66,0.00
3315.00,223.66,0.00
3316.00,223.66,0.00
3317.00,223.66,0.00
3318.00,223.66,0.00
3319.00,223.66,0.00
3320.00,223.66,0.00
3321.00,223.67,0.00
3322.00,223.66,0.00
3323.00,223.66,0.00
3324.00,223.66,0.00
3325.00,223.66,0.00
3326.00,223.66,0.00
3327.00,223.66,0.00
3328.00,223.66,0.00
3329.00,223.66,0.00
3330.00,223.66,0.01
3331.00,223.66,0.01
3332.00,223.66,0.01
3333.00,223.66,0.01
3334.00,223.66,0.01
3335.00,223.66,0.01
3336.00,223.66,0.01
3337.00,223.66,0.01
3338.00,223.66,0.01
3339.00,223.66,0.01
3340.00,223.65,0.01
3341.00,223.66,0.01
3342.00,223.66,0.01
3343.00,223.66,0.01
3344.00,223.66,0.00
3345.00,223.66,0.00
3346.00,223.66,0.00
3347.00,223.66,0.00
3348.00,223.66,0.00
3349.00,223.66,0.00
3350.00,223.66,0.00
3351.00,223.66,0.00
3352.00,223.66,0.00
3353.00,223.66,0.00
3354.00,223.66,0.00
3355.00,223.66,0.00
3356.00,223.66,0.00
3357.00,223.66,0.00
3358.00,223.66,0.00
3359.00,223.66,0.00
3360.00,223.66,0.00
3361.00,223.67,0.00
3362.00,223.67,0.00
3363.00,223.67,0.00
3364.00,223.66,0.00
3365.00,223.66,0.00
3366.00,223.67,0.00
3367.00,223.66,0.00
3368.00,223.67,0.00
3369.00,223.67,0.00
3370.00,223.67,0.00
3371.00,223.67,0.00
3372.00,223.66,0.00
3373.00,223.67,0.00
3374.00,223.66,0.00
3375.00,223.66,0.00
3376.00,223.66,0.00
3377.00,223.66,0.01
3378.00,223.66,0.01
3379.00,223.66,0.01
3380.00,223.66,0.01
3381.00,223.66,0.01
3382.00,223.66,0.01
3383.00,223.66,0.01
3384.00,223.66,0.01
3385.00,223.66,0.01
3386.00,223.66,0.01
3387.00,223.66,0.01
3388.00,223.66,0.01
3389.00,223.66,0.01
3390.00,223.66,0.01
3391.00,223.66,0.01
3392.00,223.66,0.01
3393.00,223.66,0.01
3394.00,223.66,0.01
3395.00,223.66,0.00
3396.00,223.66,0.00
3397.00,223.66,0.00
3398.00,223.66,0.00
3399.00,223.66,0.00
3400.00,223.66,0.00
3401.00,223.66,0.00
3402.00,223.66,0.01
3403.00,223.66,0.01
3404.00,223.66,0.01
3405.00,223.66,0.01
3406.00,223.66,0.01
3407.00,223.66,0.01
3408.00,223.66,0.01
3409.00,223.66,0.01
3410.00,223.66,0.01
3411.00,223.66,0.01
3412.00,223.66,0.01
3413.00,223.66,0.01
3414.00,223.66,0.01
3415.00,223.66,0.01
3416.00,223.66,0.01
3417.00,223.66,0.01
3418.00,223.66,0.01
3419.00,223.66,0.01
3420.00,223.66,0.01
3421.00,223.66,0.01
3422.00,223.66,0.01
3423.00,223.66,0.01
3424.00,223.66,0.01
3425.00,223.66,0.01
3426.00,223.66,0.01
3427.00,223.66,0.01
3428.00,223.66,0.01
3429.00,223.66,0.01
3430.00,223.66,0.01
3431.00,223.66,0.01
3432.00,223.66,0.01
3433.00,223.66,0.01
3434.00,223.66,0.01
3435.00,223.66,0.01
3436.00,223.66,0.01
3437.00,223.66,0.01
3438.00,223.66,0.01
3439.00,223.66,0.01
3440.00,223.66,0.01
3441.00,223.66,0.01
3442.00,223.66,0.01
3443.00,223.66,0.01
3444.00,223.66,0.01
3445.00,223.66,0.01
3446.00,223.66,0.01
3447.00,223.66,0.01
3448.00,223.66,0.01
3449.00,223.66,0.01
3450.00,223.66,0.01
3451.00,223.66,0.01
3452.00,223.66,0.01
3453.00,223.67,0.01
3454.00,223.67,0.01
3455.00,223.66,0.01
3456.00,223.66,0.01
3457.00,223.66,0.01
3458.00,223.66,0.01
3459.00,223.66,0.01
3460.00,223.66,0.01
3461.00,223.66,0.01
3462.00,223.66,0.01
3463.00,223.66,0.01
3464.00,223.66,0.01
3465.00,223.66,0.01
3466.00,223.66,0.01
3467.00,223.66,0.01
3468.00,223.66,0.01
3469.00,223.67,0.01
3470.00,223.66,0.01
3471.00,223.66,0.01
3472.00,223.67,0.01
3473.00,223.67,0.01
3474.00,223.67,0.01
3475.00,223.66,0.01
3476.00,223.67,0.01
3477.00,223.67,0.01
3478.00,223.67,0.01
3479.00,223.67,0.01
3480.00,223.66,0.01
3481.00,223.67,0.01
3482.00,223.67,0.01
3483.00,223.67,0.01
3484.00,223.67,0.01
3485.00,223.67,0.01
3486.00,223.67,0.01
3487.00,223.67,0.01
3488.00,223.67,0.01
3489.00,223.67,0.01
